Date,Open,High,Low,Close,Adj Close,Volume
1970-04-22,1.006944,1.006944,1.000000,0.372949,1.000868,561600
1970-04-23,1.000868,1.001736,0.968750,0.361951,0.971354,763200
1970-04-24,0.971354,0.972222,0.966146,0.360334,0.967014,792000
1970-04-27,0.966146,0.966146,0.954861,0.356452,0.956597,705600
1970-04-28,0.956597,0.958333,0.951389,0.354511,0.951389,676800
1970-04-29,0.951389,0.986111,0.934028,0.367450,0.986111,2534400
1970-04-30,0.986111,1.006944,0.986111,0.370037,0.993056,532800
1970-05-01,0.993056,0.993056,0.986111,0.368097,0.987847,316800
1970-05-04,0.975694,0.975694,0.956597,0.356452,0.956597,576000
1970-05-05,0.953125,0.953125,0.946181,0.352571,0.946181,950400
1970-05-06,0.946181,0.961806,0.946181,0.358393,0.961806,1166400
1970-05-07,0.965278,0.979167,0.965278,0.363568,0.975694,1137600
1970-05-08,0.975694,0.982639,0.954861,0.358393,0.961806,921600
1970-05-11,0.948785,0.948785,0.937500,0.349336,0.937500,705600
1970-05-12,0.937500,0.961806,0.935764,0.351924,0.944444,763200
1970-05-13,0.940972,0.940972,0.935764,0.349660,0.938368,360000
1970-05-14,0.938368,0.939236,0.916667,0.346102,0.928819,1094400
1970-05-15,0.937500,0.972222,0.937500,0.362274,0.972222,676800
1970-05-18,1.010417,1.010417,0.984375,0.366803,0.984375,561600
1970-05-19,0.984375,0.989583,0.932292,0.347395,0.932292,657600
1970-05-20,0.932292,0.937500,0.919271,0.342543,0.919271,542400
1970-05-21,0.906250,0.906250,0.867188,0.329929,0.885417,1881600
1970-05-22,0.885417,0.901042,0.854167,0.328608,0.880208,777600
1970-05-25,0.875000,0.875000,0.817708,0.305275,0.817708,1718400
1970-05-26,0.817708,0.822917,0.776042,0.290691,0.778646,1536000
1970-05-27,0.802083,0.838542,0.802083,0.313052,0.838542,2001600
1970-05-28,0.838542,0.859375,0.828125,0.318885,0.854167,3168000
1970-05-29,0.854167,0.906250,0.843750,0.338330,0.906250,1872000
1970-06-01,0.906250,0.937500,0.901042,0.349996,0.937500,1555200
1970-06-02,0.937500,0.947917,0.911458,0.346108,0.927083,1190400
1970-06-03,0.927083,0.966146,0.919271,0.360691,0.966146,1185600
1970-06-04,0.966146,0.997396,0.958333,0.357774,0.958333,1948800
1970-06-05,0.958333,0.958333,0.929688,0.349024,0.934896,796800
1970-06-08,0.934896,0.945313,0.911458,0.351941,0.942708,523200
1970-06-09,0.942708,0.945313,0.916667,0.349996,0.937500,652800
1970-06-10,0.937500,0.955729,0.934896,0.349024,0.934896,744000
1970-06-11,0.934896,0.955729,0.927083,0.355829,0.953125,628800
1970-06-12,0.953125,0.958333,0.942708,0.355829,0.953125,696000
1970-06-15,0.953125,0.973958,0.947917,0.361663,0.968750,374400
1970-06-16,0.979167,1.057292,0.979167,0.388885,1.041667,912000
1970-06-17,1.041667,1.041667,1.005208,0.381107,1.020833,974400
1970-06-18,1.020833,1.041667,1.010417,0.388885,1.041667,556800
1970-06-19,1.041667,1.057292,1.020833,0.381107,1.020833,1238400
1970-06-22,1.020833,1.036458,0.979167,0.381107,1.020833,393600
1970-06-23,1.010417,1.010417,0.979167,0.367496,0.984375,715200
1970-06-24,0.984375,0.984375,0.958333,0.362635,0.971354,532800
1970-06-25,0.971354,1.000000,0.968750,0.362635,0.971354,388800
1970-06-26,0.971354,0.973958,0.942708,0.357774,0.958333,484800
1970-06-29,0.958333,0.966146,0.940104,0.357774,0.958333,283200
1970-06-30,0.958333,0.994792,0.958333,0.362635,0.971354,417600
1970-07-01,0.971354,0.973958,0.958333,0.363607,0.973958,921600
1970-07-02,0.973958,0.976563,0.960938,0.358746,0.960938,216000
1970-07-06,0.963542,0.986979,0.963542,0.363607,0.973958,672000
1970-07-07,0.973958,0.984375,0.937500,0.349996,0.937500,916800
1970-07-08,0.937500,0.971354,0.934896,0.361663,0.968750,408000
1970-07-09,0.973958,1.000000,0.973958,0.365552,0.979167,427200
1970-07-10,0.979167,1.010417,0.979167,0.374301,1.002604,336000
1970-07-13,1.002604,1.023438,0.992188,0.370413,0.992188,403200
1970-07-14,0.992188,1.000000,0.976563,0.369441,0.989583,552000
1970-07-15,0.992188,1.010417,0.992188,0.373330,1.000000,912000
1970-07-16,1.000000,1.013021,0.994792,0.371385,0.994792,763200
1970-07-17,1.005208,1.031250,1.005208,0.384996,1.031250,849600
1970-07-20,1.031250,1.052083,1.031250,0.387912,1.039063,1224000
1970-07-21,1.039063,1.049479,1.036458,0.386940,1.036458,1800000
1970-07-22,1.036458,1.044271,1.031250,0.384996,1.031250,1872000
1970-07-23,1.031250,1.046875,1.020833,0.383051,1.026042,1804800
1970-07-24,1.023438,1.023438,1.010417,0.377218,1.010417,667200
1970-07-27,1.007813,1.007813,0.984375,0.367496,0.984375,436800
1970-07-28,0.989583,1.015625,0.989583,0.377218,1.010417,772800
1970-07-29,1.015625,1.041667,1.015625,0.385968,1.033854,326400
1970-07-30,1.033854,1.039063,1.020833,0.383051,1.026042,542400
1970-07-31,1.026042,1.036458,1.026042,0.384023,1.028646,484800
1970-08-03,1.026042,1.026042,0.986979,0.377218,1.010417,816000
1970-08-04,1.005208,1.005208,0.989583,0.373330,1.000000,542400
1970-08-05,1.000000,1.010417,0.984375,0.368468,0.986979,633600
1970-08-06,0.989583,1.000000,0.989583,0.370413,0.992188,470400
1970-08-07,0.992188,1.002604,0.981771,0.368468,0.986979,811200
1970-08-10,0.981771,0.981771,0.947917,0.353885,0.947917,672000
1970-08-11,0.947917,0.953125,0.937500,0.351941,0.942708,849600
1970-08-12,0.945313,0.958333,0.945313,0.352913,0.945313,288000
1970-08-13,0.945313,0.945313,0.906250,0.344163,0.921875,1833600
1970-08-14,0.914063,0.914063,0.898438,0.337357,0.903646,998400
1970-08-17,0.903646,0.911458,0.890625,0.338956,0.906250,1108800
1970-08-18,0.937500,0.963542,0.937500,0.351618,0.940104,753600
1970-08-19,0.940104,0.963542,0.940104,0.351618,0.940104,624000
1970-08-20,0.940104,0.963542,0.927083,0.354540,0.947917,816000
1970-08-21,0.947917,1.000000,0.947917,0.372073,0.994792,1118400
1970-08-24,1.010417,1.031250,1.010417,0.381813,1.020833,1036800
1970-08-25,1.020833,1.031250,1.005208,0.385709,1.031250,508800
1970-08-26,1.031250,1.031250,1.005208,0.377916,1.010417,220800
1970-08-27,1.010417,1.015625,1.005208,0.375969,1.005208,369600
1970-08-28,1.005208,1.020833,0.994792,0.381813,1.020833,1012800
1970-08-31,1.020833,1.026042,1.013021,0.378891,1.013021,283200
1970-09-01,1.018229,1.026042,1.018229,0.383761,1.026042,446400
1970-09-02,1.026042,1.026042,1.005208,0.375969,1.005208,681600
1970-09-03,1.005208,1.070313,1.005208,0.391553,1.046875,1219200
1970-09-04,1.046875,1.072917,1.046875,0.401293,1.072917,840000
1970-09-08,1.072917,1.093750,1.057292,0.407137,1.088542,672000
1970-09-09,1.096354,1.125000,1.096354,0.416877,1.114583,873600
1970-09-10,1.101563,1.101563,1.072917,0.412007,1.101563,777600
1970-09-11,1.101563,1.101563,1.078125,0.409085,1.093750,336000
1970-09-14,1.093750,1.104167,1.065104,0.408111,1.091146,820800
1970-09-15,1.080729,1.080729,1.052083,0.393501,1.052083,609600
1970-09-16,1.052083,1.093750,1.046875,0.403241,1.078125,1046400
1970-09-17,1.078125,1.101563,1.072917,0.409085,1.093750,729600
1970-09-18,1.093750,1.104167,1.088542,0.411033,1.098958,427200
1970-09-21,1.098958,1.098958,1.080729,0.405189,1.083333,374400
1970-09-22,1.072917,1.072917,1.041667,0.398371,1.065104,974400
1970-09-23,1.065104,1.098958,1.065104,0.399345,1.067708,532800
1970-09-24,1.070313,1.104167,1.070313,0.409085,1.093750,816000
1970-09-25,1.098958,1.119792,1.098958,0.416877,1.114583,1060800
1970-09-28,1.114583,1.114583,1.072917,0.403241,1.078125,1387200
1970-09-29,1.078125,1.101563,1.062500,0.409085,1.093750,1185600
1970-09-30,1.096354,1.109375,1.096354,0.411033,1.098958,489600
1970-10-01,1.098958,1.104167,1.096354,0.412981,1.104167,268800
1970-10-02,1.104167,1.114583,1.104167,0.416877,1.114583,897600
1970-10-05,1.114583,1.145833,1.114583,0.428565,1.145833,768000
1970-10-06,1.151042,1.161458,1.151042,0.434409,1.161458,672000
1970-10-07,1.158854,1.158854,1.145833,0.432461,1.156250,806400
1970-10-08,1.151042,1.151042,1.125000,0.422721,1.130208,508800
1970-10-09,1.114583,1.114583,1.083333,0.410059,1.096354,508800
1970-10-12,1.091146,1.091146,1.062500,0.408111,1.091146,374400
1970-10-13,1.091146,1.114583,1.078125,0.416877,1.114583,763200
1970-10-14,1.125000,1.135417,1.125000,0.420773,1.125000,657600
1970-10-15,1.125000,1.143229,1.125000,0.421747,1.127604,744000
1970-10-16,1.127604,1.145833,1.098958,0.411033,1.098958,873600
1970-10-19,1.098958,1.104167,1.085938,0.406163,1.085938,561600
1970-10-20,1.098958,1.145833,1.098958,0.428565,1.145833,355200
1970-10-21,1.145833,1.145833,1.135417,0.424669,1.135417,302400
1970-10-22,1.135417,1.140625,1.125000,0.426617,1.140625,748800
1970-10-23,1.140625,1.151042,1.138021,0.430513,1.151042,398400
1970-10-26,1.151042,1.164063,1.145833,0.435383,1.164063,484800
1970-10-27,1.164063,1.164063,1.151042,0.434409,1.161458,499200
1970-10-28,1.153646,1.153646,1.125000,0.431487,1.153646,609600
1970-10-29,1.153646,1.164063,1.145833,0.432461,1.156250,552000
1970-10-30,1.158854,1.192708,1.158854,0.442201,1.182292,475200
1970-11-02,1.182292,1.182292,1.161458,0.442201,1.182292,734400
1970-11-03,1.182292,1.192708,1.171875,0.442201,1.182292,283200
1970-11-04,1.190104,1.213542,1.190104,0.448045,1.197917,532800
1970-11-05,1.197917,1.244792,1.197917,0.461681,1.234375,835200
1970-11-06,1.234375,1.234375,1.213542,0.458759,1.226563,912000
1970-11-09,1.226563,1.229167,1.213542,0.455838,1.218750,619200
1970-11-10,1.218750,1.223958,1.203125,0.453889,1.213542,364800
1970-11-11,1.213542,1.234375,1.203125,0.451941,1.208333,1051200
1970-11-12,1.203125,1.203125,1.187500,0.446098,1.192708,350400
1970-11-13,1.192708,1.192708,1.182292,0.443175,1.184896,672000
1970-11-16,1.184896,1.187500,1.166667,0.436973,1.166667,979200
1970-11-17,1.171875,1.187500,1.171875,0.441850,1.179688,705600
1970-11-18,1.177083,1.177083,1.151042,0.436973,1.166667,796800
1970-11-19,1.166667,1.177083,1.161458,0.438924,1.171875,518400
1970-11-20,1.171875,1.177083,1.164063,0.440875,1.177083,393600
1970-11-23,1.177083,1.182292,1.166667,0.436973,1.166667,523200
1970-11-24,1.171875,1.187500,1.171875,0.442825,1.182292,4348800
1970-11-25,1.182292,1.192708,1.182292,0.446727,1.192708,489600
1970-11-27,1.192708,1.229167,1.187500,0.460382,1.229167,657600
1970-11-30,1.229167,1.236979,1.221354,0.458432,1.223958,1080000
1970-12-01,1.223958,1.234375,1.203125,0.452579,1.208333,465600
1970-12-02,1.208333,1.226563,1.208333,0.457456,1.221354,748800
1970-12-03,1.221354,1.229167,1.187500,0.448678,1.197917,2827200
1970-12-04,1.197917,1.197917,1.177083,0.444776,1.187500,1920000
1970-12-07,1.187500,1.192708,1.166667,0.438924,1.171875,892800
1970-12-08,1.171875,1.177083,1.156250,0.438924,1.171875,840000
1970-12-09,1.174479,1.187500,1.174479,0.441850,1.179688,2505600
1970-12-10,1.179688,1.192708,1.166667,0.440875,1.177083,1003200
1970-12-11,1.171875,1.171875,1.138021,0.427219,1.140625,1147200
1970-12-14,1.140625,1.153646,1.135417,0.426244,1.138021,1857600
1970-12-15,1.138021,1.177083,1.135417,0.439899,1.174479,528000
1970-12-16,1.182292,1.213542,1.182292,0.454530,1.213542,955200
1970-12-17,1.213542,1.213542,1.197917,0.450629,1.203125,1051200
1970-12-18,1.203125,1.208333,1.177083,0.451604,1.205729,532800
1970-12-21,1.205729,1.208333,1.187500,0.446727,1.192708,580800
1970-12-22,1.192708,1.192708,1.161458,0.440875,1.177083,1075200
1970-12-23,1.177083,1.190104,1.166667,0.445752,1.190104,417600
1970-12-24,1.192708,1.205729,1.192708,0.449653,1.200521,470400
1970-12-28,1.200521,1.205729,1.195313,0.450629,1.203125,316800
1970-12-29,1.203125,1.213542,1.200521,0.452579,1.208333,374400
1970-12-30,1.208333,1.213542,1.187500,0.444776,1.187500,758400
1970-12-31,1.187500,1.197917,1.171875,0.444776,1.187500,292800
1971-01-04,1.187500,1.203125,1.179688,0.446727,1.192708,148800
1971-01-05,1.192708,1.213542,1.190104,0.452579,1.208333,403200
1971-01-06,1.208333,1.234375,1.208333,0.460382,1.229167,710400
1971-01-07,1.234375,1.276042,1.234375,0.477939,1.276042,1080000
1971-01-08,1.281250,1.312500,1.281250,0.483791,1.291667,1089600
1971-01-11,1.296875,1.348958,1.296875,0.499398,1.333333,960000
1971-01-12,1.333333,1.354167,1.317708,0.505250,1.348958,1401600
1971-01-13,1.348958,1.364583,1.333333,0.511102,1.364583,1968000
1971-01-14,1.364583,1.375000,1.343750,0.515004,1.375000,926400
1971-01-15,1.369792,1.369792,1.348958,0.506225,1.351563,436800
1971-01-18,1.341146,1.341146,1.260417,0.474038,1.265625,2131200
1971-01-19,1.265625,1.307292,1.250000,0.486718,1.299479,1924800
1971-01-20,1.302083,1.333333,1.302083,0.495496,1.322917,1555200
1971-01-21,1.322917,1.322917,1.307292,0.490619,1.309896,288000
1971-01-22,1.309896,1.317708,1.286458,0.493546,1.317708,864000
1971-01-25,1.317708,1.320313,1.302083,0.489644,1.307292,1977600
1971-01-26,1.328125,1.341146,1.328125,0.502324,1.341146,1017600
1971-01-27,1.341146,1.343750,1.322917,0.495496,1.322917,705600
1971-01-28,1.328125,1.343750,1.328125,0.497447,1.328125,1214400
1971-01-29,1.328125,1.343750,1.322917,0.503299,1.343750,955200
1971-02-01,1.343750,1.348958,1.333333,0.505250,1.348958,585600
1971-02-02,1.348958,1.369792,1.338542,0.513053,1.369792,686400
1971-02-03,1.369792,1.401042,1.361979,0.522807,1.395833,787200
1971-02-04,1.395833,1.414063,1.388021,0.522807,1.395833,724800
1971-02-05,1.395833,1.406250,1.382813,0.526709,1.406250,1176000
1971-02-08,1.406250,1.414063,1.388021,0.528659,1.411458,950400
1971-02-09,1.411458,1.429688,1.395833,0.524758,1.401042,1036800
1971-02-10,1.401042,1.484375,1.395833,0.555970,1.484375,724800
1971-02-11,1.473958,1.473958,1.447917,0.546216,1.458333,1915200
1971-02-12,1.455729,1.455729,1.432292,0.541339,1.445313,830400
1971-02-16,1.445313,1.450521,1.432292,0.540364,1.442708,969600
1971-02-17,1.437500,1.437500,1.432292,0.538413,1.437500,691200
1971-02-18,1.440104,1.447917,1.440104,0.542315,1.447917,796800
1971-02-19,1.442708,1.442708,1.401042,0.526709,1.406250,806400
1971-02-22,1.406250,1.411458,1.385417,0.525771,1.401042,532800
1971-02-23,1.401042,1.437500,1.401042,0.539453,1.437500,278400
1971-02-24,1.447917,1.458333,1.447917,0.545317,1.453125,240000
1971-02-25,1.458333,1.476563,1.458333,0.553135,1.473958,1065600
1971-02-26,1.473958,1.473958,1.450521,0.551180,1.468750,427200
1971-03-01,1.468750,1.476563,1.458333,0.554112,1.476563,187200
1971-03-02,1.476563,1.481771,1.476563,0.556067,1.481771,691200
1971-03-03,1.481771,1.484375,1.468750,0.553135,1.473958,388800
1971-03-04,1.473958,1.518229,1.473958,0.569749,1.518229,1512000
1971-03-05,1.541667,1.562500,1.541667,0.586362,1.562500,528000
1971-03-08,1.562500,1.562500,1.536458,0.586362,1.562500,811200
1971-03-09,1.562500,1.604167,1.552083,0.601998,1.604167,652800
1971-03-10,1.625000,1.677083,1.625000,0.625453,1.666667,2232000
1971-03-11,1.666667,1.666667,1.580729,0.594180,1.583333,1723200
1971-03-12,1.578125,1.578125,1.520833,0.584407,1.557292,1353600
1971-03-15,1.557292,1.578125,1.536458,0.588317,1.567708,1718400
1971-03-16,1.588542,1.630208,1.588542,0.609817,1.625000,1526400
1971-03-17,1.625000,1.645833,1.614583,0.617634,1.645833,235200
1971-03-18,1.645833,1.651042,1.622396,0.610794,1.627604,302400
1971-03-19,1.627604,1.632813,1.604167,0.602975,1.606771,297600
1971-03-22,1.606771,1.614583,1.583333,0.594180,1.583333,201600
1971-03-23,1.562500,1.562500,1.520833,0.576589,1.536458,1396800
1971-03-24,1.541667,1.557292,1.541667,0.578544,1.541667,403200
1971-03-25,1.541667,1.546875,1.515625,0.576589,1.536458,542400
1971-03-26,1.546875,1.598958,1.546875,0.588317,1.567708,417600
1971-03-29,1.567708,1.598958,1.567708,0.600044,1.598958,268800
1971-03-30,1.609375,1.630208,1.609375,0.606884,1.617188,369600
1971-03-31,1.617188,1.625000,1.598958,0.603953,1.609375,254400
1971-04-01,1.609375,1.630208,1.598958,0.601021,1.601563,643200
1971-04-02,1.601563,1.604167,1.593750,0.601998,1.604167,307200
1971-04-05,1.598958,1.598958,1.585938,0.597112,1.591146,216000
1971-04-06,1.591146,1.609375,1.583333,0.598089,1.593750,585600
1971-04-07,1.593750,1.625000,1.593750,0.598089,1.593750,398400
1971-04-08,1.583333,1.583333,1.572917,0.594180,1.583333,451200
1971-04-12,1.583333,1.598958,1.567708,0.598089,1.593750,2227200
1971-04-13,1.598958,1.609375,1.598958,0.601998,1.604167,1454400
1971-04-14,1.604167,1.635417,1.601563,0.613725,1.635417,571200
1971-04-15,1.635417,1.656250,1.630208,0.618612,1.648438,523200
1971-04-16,1.648438,1.661458,1.645833,0.621544,1.656250,278400
1971-04-19,1.658854,1.666667,1.658854,0.624475,1.664063,326400
1971-04-20,1.664063,1.666667,1.656250,0.621544,1.656250,566400
1971-04-21,1.656250,1.661458,1.645833,0.619589,1.651042,393600
1971-04-22,1.651042,1.656250,1.630208,0.619589,1.651042,331200
1971-04-23,1.645833,1.645833,1.630208,0.612748,1.632813,254400
1971-04-26,1.632813,1.661458,1.619792,0.615680,1.640625,220800
1971-04-27,1.645833,1.682292,1.645833,0.631317,1.682292,643200
1971-04-28,1.718750,1.750000,1.718750,0.646952,1.723958,873600
1971-04-29,1.729167,1.760417,1.729167,0.650861,1.734375,667200
1971-04-30,1.734375,1.760417,1.734375,0.660635,1.760417,446400
1971-05-03,1.760417,1.760417,1.729167,0.649884,1.731771,1756800
1971-05-04,1.731771,1.739583,1.692708,0.652817,1.739583,811200
1971-05-05,1.739583,1.786458,1.739583,0.668453,1.781250,868800
1971-05-06,1.791667,1.875000,1.791667,0.694839,1.851563,825600
1971-05-07,1.851563,1.885417,1.848958,0.707544,1.885417,763200
1971-05-10,1.880208,1.880208,1.864583,0.700703,1.867188,676800
1971-05-11,1.867188,1.875000,1.843750,0.699725,1.864583,412800
1971-05-12,1.864583,1.864583,1.841146,0.693861,1.848958,379200
1971-05-13,1.848958,1.854167,1.835938,0.691907,1.843750,196800
1971-05-14,1.843750,1.854167,1.833333,0.693861,1.848958,1478400
1971-05-17,1.846354,1.846354,1.815104,0.681924,1.815104,403200
1971-05-18,1.815104,1.833333,1.802083,0.686816,1.828125,1200000
1971-05-19,1.828125,1.838542,1.822917,0.686816,1.828125,340800
1971-05-20,1.828125,1.830729,1.817708,0.687795,1.830729,508800
1971-05-21,1.830729,1.830729,1.815104,0.681924,1.815104,288000
1971-05-24,1.815104,1.820313,1.807292,0.678989,1.807292,230400
1971-05-25,1.807292,1.817708,1.781250,0.682903,1.817708,456000
1971-05-26,1.812500,1.812500,1.802083,0.677033,1.802083,331200
1971-05-27,1.802083,1.817708,1.786458,0.671162,1.786458,393600
1971-05-28,1.786458,1.812500,1.781250,0.677033,1.802083,475200
1971-06-01,1.802083,1.812500,1.765625,0.680946,1.812500,955200
1971-06-02,1.812500,1.843750,1.802083,0.690729,1.838542,1300800
1971-06-03,1.838542,1.848958,1.838542,0.694643,1.848958,748800
1971-06-04,1.848958,1.854167,1.843750,0.696600,1.854167,489600
1971-06-07,1.854167,1.861979,1.841146,0.691708,1.841146,552000
1971-06-08,1.841146,1.848958,1.822917,0.684859,1.822917,456000
1971-06-09,1.822917,1.833333,1.807292,0.686816,1.828125,403200
1971-06-10,1.828125,1.848958,1.822917,0.690729,1.838542,561600
1971-06-11,1.838542,1.854167,1.822917,0.696600,1.854167,528000
1971-06-14,1.854167,1.903646,1.854167,0.715189,1.903646,984000
1971-06-15,1.903646,1.989583,1.895833,0.741605,1.973958,763200
1971-06-16,1.973958,2.015625,1.945313,0.753345,2.005208,1219200
1971-06-17,1.984375,1.984375,1.963542,0.739648,1.968750,1737600
1971-06-18,1.968750,1.979167,1.958333,0.737691,1.963542,768000
1971-06-21,1.947917,1.947917,1.919271,0.723994,1.927083,542400
1971-06-22,1.927083,1.927083,1.885417,0.708340,1.885417,753600
1971-06-23,1.906250,1.937500,1.906250,0.727907,1.937500,619200
1971-06-24,1.937500,1.973958,1.937500,0.737691,1.963542,844800
1971-06-25,1.958333,1.958333,1.924479,0.727907,1.937500,2515200
1971-06-28,1.937500,1.937500,1.916667,0.720081,1.916667,220800
1971-06-29,1.927083,1.973958,1.927083,0.741605,1.973958,1036800
1971-06-30,2.005208,2.031250,2.005208,0.753345,2.005208,566400
1971-07-01,2.005208,2.036458,1.994792,0.756280,2.013021,1041600
1971-07-02,2.013021,2.018229,2.000000,0.752367,2.002604,168000
1971-07-06,1.997396,1.997396,1.963542,0.743562,1.979167,854400
1971-07-07,1.979167,1.994792,1.950521,0.732799,1.950521,676800
1971-07-08,1.958333,1.981771,1.958333,0.739648,1.968750,408000
1971-07-09,1.968750,1.989583,1.968750,0.745518,1.984375,340800
1971-07-12,1.984375,2.010417,1.984375,0.749432,1.994792,302400
1971-07-13,1.994792,2.020833,1.979167,0.743562,1.979167,321600
1971-07-14,1.976563,1.976563,1.958333,0.741605,1.973958,480000
1971-07-15,1.973958,2.015625,1.973958,0.753345,2.005208,436800
1971-07-16,2.005208,2.031250,1.992188,0.748453,1.992188,360000
1971-07-19,1.989583,1.989583,1.953125,0.737691,1.963542,211200
1971-07-20,1.963542,1.989583,1.958333,0.747475,1.989583,220800
1971-07-21,1.989583,2.005208,1.984375,0.749432,1.994792,264000
1971-07-22,1.994792,1.994792,1.979167,0.746496,1.986979,374400
1971-07-23,2.002604,2.046875,2.002604,0.768999,2.046875,408000
